DAE-51 AIRFOIL
 1.00000     0.00000
 0.99547     0.00142
 0.98797     0.00330
 0.97921     0.00494
 0.96877     0.00681
 0.95693     0.00910
 0.94431     0.01153
 0.93138     0.01402
 0.91830     0.01658
 0.90507     0.01921
 0.89173     0.02188
 0.87834     0.02456
 0.86496     0.02725
 0.85161     0.02993
 0.83830     0.03258
 0.82502     0.03520
 0.81175     0.03780
 0.79849     0.04037
 0.78524     0.04290
 0.77202     0.04539
 0.75883     0.04783
 0.74567     0.05022
 0.73254     0.05254
 0.71944     0.05480
 0.70633     0.05699
 0.69322     0.05911
 0.68011     0.06117
 0.66702     0.06315
 0.65394     0.06505
 0.64086     0.06687
 0.62778     0.06860
 0.61470     0.07026
 0.60162     0.07183
 0.58852     0.07332
 0.57539     0.07473
 0.56224     0.07606
 0.54910     0.07731
 0.53595     0.07848
 0.52281     0.07957
 0.50966     0.08058
 0.49651     0.08151
 0.48338     0.08235
 0.47026     0.08309
 0.45715     0.08375
 0.44403     0.08432
 0.43093     0.08479
 0.41786     0.08516
 0.40479     0.08543
 0.39172     0.08561
 0.37866     0.08568
 0.36562     0.08564
 0.35261     0.08550
 0.33962     0.08524
 0.32663     0.08488
 0.31366     0.08439
 0.30073     0.08380
 0.28781     0.08308
 0.27492     0.08224
 0.26207     0.08127
 0.24926     0.08018
 0.23649     0.07896
 0.22375     0.07759
 0.21106     0.07609
 0.19844     0.07445
 0.18591     0.07266
 0.17348     0.07071
 0.16112     0.06860
 0.14885     0.06631
 0.13670     0.06385
 0.12471     0.06121
 0.11290     0.05839
 0.10128     0.05536
 0.08991     0.05213
 0.07882     0.04869
 0.06808     0.04506
 0.05782     0.04125
 0.04822     0.03733
 0.03949     0.03339
 0.03173     0.02953
 0.02504     0.02584
 0.01960     0.02248
 0.01530     0.01953
 0.01185     0.01691
 0.00900     0.01452
 0.00662     0.01227
 0.00470     0.01017
 0.00320     0.00826
 0.00206     0.00654
 0.00122     0.00497
 0.00062     0.00349
 0.00022     0.00206
 0.00000     0.00000
 0.00003    -0.00079
 0.00030    -0.00227
 0.00085    -0.00375
 0.00170    -0.00517
 0.00288    -0.00648
 0.00440    -0.00762
 0.00627    -0.00862
 0.00849    -0.00953
 0.01113    -0.01036
 0.01429    -0.01116
 0.01815    -0.01195
 0.02294    -0.01272
 0.02895    -0.01349
 0.03650    -0.01421
 0.04566    -0.01485
 0.05628    -0.01537
 0.06796    -0.01574
 0.08028    -0.01597
 0.09300    -0.01607
 0.10597    -0.01606
 0.11911    -0.01596
 0.13236    -0.01577
 0.14568    -0.01553
 0.15904    -0.01522
 0.17245    -0.01487
 0.18589    -0.01448
 0.19936    -0.01405
 0.21285    -0.01358
 0.22637    -0.01308
 0.23991    -0.01256
 0.25347    -0.01202
 0.26704    -0.01146
 0.28062    -0.01088
 0.29422    -0.01029
 0.30786    -0.00968
 0.32151    -0.00908
 0.33517    -0.00847
 0.34882    -0.00786
 0.36247    -0.00724
 0.37611    -0.00664
 0.38975    -0.00603
 0.40338    -0.00543
 0.41700    -0.00485
 0.43063    -0.00426
 0.44426    -0.00369
 0.45788    -0.00312
 0.47148    -0.00256
 0.48508    -0.00202
 0.49868    -0.00149
 0.51228    -0.00097
 0.52588    -0.00047
 0.53947     0.00002
 0.55305     0.00050
 0.56663     0.00096
 0.58021     0.00141
 0.59379     0.00183
 0.60736     0.00225
 0.62090     0.00263
 0.63442     0.00300
 0.64796     0.00333
 0.66150     0.00365
 0.67502     0.00394
 0.68853     0.00420
 0.70202     0.00443
 0.71552     0.00462
 0.72901     0.00479
 0.74249     0.00492
 0.75595     0.00502
 0.76941     0.00508
 0.78287     0.00510
 0.79633     0.00508
 0.80979     0.00502
 0.82322     0.00493
 0.83664     0.00479
 0.85002     0.00460
 0.86340     0.00437
 0.87676     0.00408
 0.89013     0.00374
 0.90348     0.00334
 0.91675     0.00289
 0.92994     0.00239
 0.94308     0.00182
 0.95597     0.00125
 0.96808     0.00069
 0.97868     0.00006
 0.98756    -0.00040
 0.99526    -0.00033
 1.00000     0.00000
